id	year	month	title	abstract	first_author	journal_name	journal_abb	language
26830267	2016	11	Geriatric Oncology Program Development and Gero-Oncology Nursing.	[StringElement('To provide a critical analysis of current approaches to the care of older adults with cancer, outline priority areas for geriatric oncology program development, and recommend strategies for improvement.', attributes={'Label': 'OBJECTIVES', 'NlmCategory': 'OBJECTIVE'}), StringElement('Published articles and reports between 1999 and 2015.', attributes={'Label': 'DATA SOURCES', 'NlmCategory': 'METHODS'}), StringElement('Providing an interdisciplinary model that incorporates a holistic geriatric assessment will ensure the delivery of patient-centered care that is responsive to the comprehensive needs of older patients.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'}), StringElement('Nursing administrators and leaders have both an opportunity and responsibility to shape the future of geriatric oncology. Preparations include workforce development and the creation of programs that are designed to meet the complex needs of this population.', attributes={'Label': 'IMPLICATIONS FOR NURSING PRACTICE', 'NlmCategory': 'CONCLUSIONS'})]	('Lynch', 'Mary Pat')	Seminars in oncology nursing	Semin Oncol Nurs	['eng']
26830266	2016	11	The Role of the Advanced Practice Nurse in Geriatric Oncology Care.	"[StringElement('To describe how the Advanced Practice Nurse (APN) is uniquely suited to meet the needs of older adults throughout the continuum of cancer, to explore the progress that APNs have made in gero-oncology care, and make suggestions for future directions.', attributes={'Label': 'OBJECTIVES', 'NlmCategory': 'OBJECTIVE'}), StringElement('Google Scholar, PubMed, and CINAHL. Search terms included: ""gero-oncology,"" ""geriatric oncology,"" ""Advanced Practice Nurse,"" ""Nurse Practitioner,"" ""older adult,"" ""elderly,"" and ""cancer.""', attributes={'Label': 'DATA SOURCE', 'NlmCategory': 'METHODS'}), StringElement('Over the last decade, APNs have made advances in caring for older adults with cancer by playing a role in prevention, screening, and diagnosis; through evidence-based gero-oncology care during cancer treatment; and in designing tailored survivorship care models. APNs must combat ageism in treatment choice for older adults, standardize comprehensive geriatric assessments, and focus on providing person-centered care, specifically during care transitions.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'}), StringElement('APNs are well-positioned to help understand the complex relationship between risk factors, geriatric syndromes, and frailty and translate research into practice. Palliative care must expand beyond specialty providers and shift toward APNs with a focus on early advanced care planning. Finally, APNs should continue to establish multidisciplinary survivorship models across care settings, with a focus on primary care.', attributes={'Label': 'IMPLICATIONS FOR NURSING PRACTICE', 'NlmCategory': 'CONCLUSIONS'})]"	('Morgan', 'Brianna')	Seminars in oncology nursing	Semin Oncol Nurs	['eng']
26830265	2016	11	Models of Care in Geriatric Oncology Nursing.	"[StringElement('To review models of care for older adults with cancer, with a focus on the role of the oncology nurse in geriatric oncology care. International exemplars of geriatric oncology nursing care are discussed.', attributes={'Label': 'OBJECTIVES', 'NlmCategory': 'OBJECTIVE'}), StringElement(""Published peer reviewed literature, Web-based resources, professional society materials, and the authors' experience."", attributes={'Label': 'DATA SOURCE', 'NlmCategory': 'METHODS'}), StringElement('Nursing care for older patients with cancer is complex and requires integrating knowledge from multiple disciplines that blend the sciences of geriatrics, oncology, and nursing, and which recognizes the dimensions of quality of life.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'}), StringElement('Oncology nurses can benefit from learning key skills of comprehensive geriatric screening and assessment to improve the care they provide for older adults with cancer.', attributes={'Label': 'IMPLICATIONS FOR NURSING PRACTICE', 'NlmCategory': 'CONCLUSIONS'})]"	('Burhenn', 'Peggy S')	Seminars in oncology nursing	Semin Oncol Nurs	['eng']
26830264	2016	11	Educational Preparation of Nurses Caring for Older People with Cancer: An International Perspective.	[StringElement('To review the education available in Europe and the US for nurses caring for older people with cancer.', attributes={'Label': 'OBJECTIVES', 'NlmCategory': 'OBJECTIVE'}), StringElement('Nursing literature, published guidelines, and professional nursing organizations Websites.', attributes={'Label': 'DATA SOURCES', 'NlmCategory': 'METHODS'}), StringElement('The educational needs of nurses caring for older cancer patients have not been well defined to date, resulting in a mixed international picture of preparation.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'}), StringElement('As the number of older people with cancer grows, the resulting complexities of patient and family care needs have significant implications for the role of nursing.', attributes={'Label': 'IMPLICATION FOR NURSING PRACTICE', 'NlmCategory': 'CONCLUSIONS'})]	('Bridges', 'Jackie')	Seminars in oncology nursing	Semin Oncol Nurs	['eng']
26830263	2016	11	The Evolution of Gero-Oncology Nursing.	"[StringElement('This article summarizes the evolution of gero-oncology nursing and highlights key educational initiatives, clinical practice issues, and research areas to enhance care of older adults with cancer.', attributes={'Label': 'OBJECTIVES', 'NlmCategory': 'OBJECTIVE'}), StringElement(""Peer-reviewed literature, position statements, clinical practice guidelines, Web-based materials, and professional organizations' resources."", attributes={'Label': 'DATA SOURCES', 'NlmCategory': 'METHODS'}), StringElement('Globally, the older adult cancer population is rapidly growing. The care of older adults with cancer requires an understanding of their diverse needs and the intersection of cancer and aging. Despite efforts to enhance competence in gero-oncology and to develop a body of evidence, nurses and health care systems remain under-prepared to provide high-quality care for older adults with cancer.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'}), StringElement('Nurses must take a leadership role in integrating gerontological principles into oncology settings. Working closely with interdisciplinary team members, nurses should utilize available resources and continue to build evidence through gero-oncology nursing research.', attributes={'Label': 'IMPLICATIONS FOR NURSING PRACTICE', 'NlmCategory': 'CONCLUSIONS'})]"	('Bond', 'Stewart M')	Seminars in oncology nursing	Semin Oncol Nurs	['eng']
26830079	2016	11	Fully validated LCMS bioanalysis of Bevacizumab in human plasma using nano-surface and molecular-orientation limited (nSMOL) proteolysis.	['The chemistry of nano-surface and molecular-orientation limited (nSMOL) proteolysis is the Fab-selective limited proteolysis by making use the difference of protease nanoparticle diameter (200 nm) and antibody resin pore diameter (100 nm). In this report, we have demonstrated that the full validation for Bevacizumab bioanalysis in human plasma using nSMOL. The immunoglobulin fraction was collected by Protein A resin from plasma, then nSMOL reaction was performed using the FG nanoparticle-immobilized trypsin under the nondenaturing physiological condition at 50 °C for 6 h. After removal of resin and nanoparticles, the signature peptide of Bevacizumab complementarity-determining region (CDR) and internal standard P14R were simultaneously quantified by LCMS multiple reaction monitoring (MRM). This nSMOL method quantification of Bevacizumab showed sensitivity of 0.146 ?g/ml and linearity of 0.146-300 ?g/ml. The intra- and inter-assay precision of lower limit of quantification (LLOQ), low quality control (LQC), middle quality control (MQC), and high quality control (HQC) was 7.94-15.2% and 14.6%, 7.15-13.5% and 11.7%, 2.63-6.47% and 5.83%, and 3.09-4.35% and 4.45%, respectively. These results indicate that nSMOL is also significant method for Bevacizumab bioanalysis in human plasma.']	('Iwamoto', 'Noriko')	Drug metabolism and pharmacokinetics	Drug Metab. Pharmacokinet.	['eng']
26830078	2016	12	Correlation of UGT1A1(*)28 and (*)6 polymorphisms with irinotecan-induced neutropenia in Thai colorectal cancer patients.	['UDP-glucuronosyltransferase1A1 (UGT1A1) polymorphisms have been related with irinotecan toxicity. The purpose of this study was to determine the associations between UGT1A1(*)28 and (*)6 polymorphisms and irinotecan toxicity in Thai patients with metastatic colorectal cancer. 44 metastatic colorectal cancer patients received irinotecan-based chemotherapy. Hematologic toxicities were determined in the first and second cycles of treatment. The genotypes of UGT1A1(*)28 and (*)6 were analyzed by pyrosequencing technique. The frequencies of genetic testing for UGT1A1(*)28 and (*)6 polymorphisms were 22.8% (TA6/TA7; 20.5%, TA7/TA7; 2.3%) and 15.9% (GA), respectively. No patients had the homozygous UGT1A1(*)6 (AA). Neither UGT1A1(*)28 nor UGT1A1(*)6 polymorphisms were significantly associated with severe hematologic toxicities. However, analysis of UGT1A1(*)28 and (*)6 in combination revealed an association with severe neutropenia in the first and second cycles (P = 0.044, P = 0.017, respectively). Both UGT1A1(*)28 and (*)6 polymorphisms may have an increased risk of irinotecan-induced neutropenia in Thai colorectal cancer patients.']	('Atasilp', 'Chalirmporn')	Drug metabolism and pharmacokinetics	Drug Metab. Pharmacokinet.	['eng']
26828089	2015	10	The Experiments on Electrical Anesthesia in Italy in the Second Half of the Nineteenth Century. A Dispute Between a Fearless Surgeon Patriot and a Positivist Researcher.	['Electric anesthesia is the anesthesia, usually general anesthesia, produced by the application of an electrical current. This fascinating issue of the anesthesia history was made possible thanks to the pioneering experiments on electrotherapy and electrophysiology performed by two researchers: the neurologist Guillaume Duchenne (1806-1875) and the biologist Stéphane Leduc (1853-1939). The aim of this study is the review of the dispute between two Italian scientists on the effectiveness of electric anesthesia in the second half of the 19th century. One of the two contenders was Rodolfo Rodolfi (1827-1896), an Italian surgeon and patriot who took part in the First Italian War of Independence of 1848, whereas the other protagonist of the dispute was the positivist Plinio Schivardi (1833-1908), a pupil of Duchenne who brought to Italy his knowledge of electrotherapy, collecting these experiences in the Theoretical Practical Manual of Electrotherapy, the first book on the subject written in Italian.']	('Cascella', 'Marco')	Journal of anesthesia history	J Anesth Hist	['eng']
26828007	2016	10	Using hetero-isotherapics in cancer supportive care: the fruit of fifteen years of experience.	[StringElement('Chemotherapy, hormone therapy, and new targeted therapies for cancer lead to adverse effects which are often difficult to relieve using classical homeopathy. Besides diminishing the quality of life of the patient, they can force the oncologist to reduce or even to cease treatment prematurely, which represents a loss of opportunity for the patient. Faced with these recurring problems, would the use of homeopathic dilution of chemotherapy, also called hetero-isotherapy, be a suitable response for improving the tolerance of and the adherence to cancer treatment?', attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('Based on experiments conducted for over 50 years by many authors, we have offered our patients, since 1998, a protocol of hetero-isotherapy chemotherapy starting the day after each cytotoxic infusion. It involves taking a daily dose of a dilution of the chemotherapy used, using the increased dilution technique from 5c to 15c.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('We observed a significant decrease in side effects, allergic reactions and late sequelae in the more than 6000 hetero-isotherapic treatments given to some 4000 patients. The better tolerance to chemotherapy and the improvement in quality of life led to an increase in treatment adherence. No interference with chemotherapy was observed. When it was necessary to prescribe another homeopathic medicine, combination with hetero-isotherapy generally improved its effectiveness.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('In a large population, followed for over 15 years, we observed that hetero-isotherapics, well tolerated and easy to use, reduced the side effects of chemotherapy, targeted therapy or hormone therapy, and so improve the quality of life of patients.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]	('Bagot', 'Jean-Lionel')	Homeopathy : the journal of the Faculty of Homeopathy	Homeopathy	['eng']
26828006	2016	09	Inhalation therapy with M1 inhibits experimental melanoma development and metastases in mice.	"[StringElement(""M1 is a homeopathic medicine with immunostimulatory properties used mainly by cancer patients to complement current therapies. Metastatic melanoma is a skin-originated form of cancer without a single therapy able to produce high rate and sustained responses, which attracts the use of complementary therapies such as M1. However, M1's anti-melanoma effects remain to be pre-clinically demonstrated. Therefore in the present work, we utilized a pulmonary metastatic melanoma model and a subcutaneous melanoma growth model to investigate the potential benefits of treatment with M1."", attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('C57BL/6 mice were injected intravenously or subcutaneously with B16F10 mouse melanoma cells. After 24 h, mice were treated with either M1 or vehicle (water) for 14 days, euthanized and harvested for multi-parameter pulmonary and tumor analyses.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('Mice treated with M1 had significantly lower tumor burden in the lungs and subcutaneous tissue than control mice. Furthermore, tumors were impaired in proliferation and tumor related angiogenesis by the inhibition of myeloid derived suppressor cells (MDSC) positive for angiotensin II type 1 receptor (AT1R).', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('Altogether these data suggest M1 is an efficient candidate for melanoma therapy to be considered for future clinic studies as this study is the first supporting the idea that melanoma patients may benefit with the treatment. The treatment with M1 provides advantages considering the highly-diluted properties and a cost effective alternative to costly chemotherapeutic approaches with, if any, lower toxicity.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]"	('Ferrari de Andrade', 'Lucas')	Homeopathy : the journal of the Faculty of Homeopathy	Homeopathy	['eng']
26827960	2016	12	Vitamin D Analogs with Nitrogen Atom at C2 Substitution and Effect on Bone Formation.	['The Arg274 residue of the ligand binding domain of human vitamin D receptor (hVDR) is important for 1?,25-dihydroxyvitamin D3 (1?,25(OH)2D3) binding as a specific ligand through forming a hydrogen bond with the 1?-OH group of the active vitamin D3, 1?,25(OH)2D3. An additional pincer-type hydrogen bond formation with Arg274 from a 2?-substituent of a synthetic 1?,25(OH)2D3 analog would enhance the binding affinity and biological activity. A series of 2?-[2-(heteroaryl)ethyl]-, 2?-(4-cyanobutyl)-, 2?-(?-cyanoalkoxy)-, and 2?-(3-cyanopropoxy)-1?,25(OH)2D3 were designed and synthesized based on our original hVDR super agonists of 2?-(3-hydroxypropyl)- and 2?-(3-hydroxypropoxy)-1?,25(OH)2D3. Their potential biological activities, i.e., hVDR binding affinity, transactivation activity in HOS cells, and therapeutic effect on enhancing the bone mineral density of OVX rats, were studied.']	('Kittaka', 'Atsushi')	Vitamins and hormones	Vitam. Horm.	['eng']
26827959	2016	12	Metabolism and Action of 25-Hydroxy-19-nor-Vitamin D? in Human Prostate Cells.	['Since the discovery of 1?,25(OH)2D3 in the early 1970s, it has been widely accepted that this metabolite is responsible for the biological actions of vitamin D. Likewise, we have assumed that 25(OH)-19-nor-D3-dependent growth inhibition of human prostate PZ-HPV-7 cells was the result of its subsequent conversion to 1?,25(OH)2-19-nor-D3, catalyzed by CYP27B1 within the prostate cells. However, further in vitro studies in a reconstituted system using recombinant CYP27B1 revealed that 25(OH)-19-nor-D3 was hardly converted to 1?,25(OH)2-19-nor-D3 by the enzyme. The kinetic analysis of 1?-hydroxylation of 25(OH)D3 and 25(OH)-19-nor-D3 demonstrated that the k(cat)/K(m) for 25(OH)-19-nor-D3 is less than 0.1% of that for 25(OH)D3. When 25(OH)-19-nor-D3 was added to cultured PZ-HPV-7 cells, eight metabolites were detected, while no 1?,25(OH)2-19-nor-D3 was found. In addition, the time course of VDR translocation into the nucleus induced by 100 nM 25(OH)-19-nor-D3, and the subsequent transactivation of CYP24A1 gene were almost identical to those induced by 1 nM 1?,25(OH)2-19-nor-D3. These results strongly suggest that 25(OH)-19-nor-D3 binds directly to VDR as a ligand to transport VDR into the nucleus to induce CYP24A1 gene transactivation. Furthermore, knockdown of CYP27B1 gene did not affect the antiproliferative activity of 25(OH)-19-nor-D3, whereas VDR knockdown attenuated the effect, suggesting that the antiproliferative activity of 25(OH)-19-nor-D3 is VDR dependent but CYP27B1 independent. Finally, our recent studies using the same cell line demonstrate that 25(OH)D3 can act as a VDR agonist to induce gene transactivation. These findings suggest that vitamin D analogs without 1?-hydroxyl group could be developed as drugs for osteoporosis or cancer treatment.']	('Munetsuna', 'Eiji')	Vitamins and hormones	Vitam. Horm.	['eng']
26827958	2016	12	Vitamin D in Prostate Cancer.	['Metastatic castration-resistant prostate cancer (mCRPC) is a progressive, noncurable disease induced by androgen receptor (AR) upon its activation by tumor tissue androgen, which is generated from adrenal steroid dehydroepiandrosterone (DHEA) through intracrine androgen biosynthesis. Inhibition of mCRPC and early-stage, androgen-dependent prostate cancer by calcitriol, the bioactive vitamin D3 metabolite, is amply documented in cell culture and animal studies. However, clinical trials of calcitriol or synthetic analogs are inconclusive, although encouraging results have recently emerged from pilot studies showing efficacy of a safe-dose vitamin D3 supplementation in reducing tumor tissue inflammation and progression of low-grade prostate cancer. Vitamin D-mediated inhibition of normal and malignant prostate cells is caused by diverse mechanisms including G1/S cell cycle arrest, apoptosis, prodifferentiation gene expression changes, and suppressed angiogenesis and cell migration. Biological effects of vitamin D are mediated by altered expression of a gene network regulated by the vitamin D receptor (VDR), which is a multidomain, ligand-inducible transcription factor similar to AR and other nuclear receptors. AR-VDR cross talk modulates androgen metabolism in prostate cancer cells. Androgen inhibits vitamin D-mediated induction of CYP24A1, the calcitriol-degrading enzyme, while vitamin D promotes androgen inactivation by inducing phase I monooxygenases (e.g., CYP3A4) and phase II transferases (e.g., SULT2B1b, a DHEA-sulfotransferase). CYP3A4 and SULT2B1b levels are markedly reduced and CYP24A1 is overexpressed in advanced prostate cancer. In future trials, combining low-calcemic, potent next-generation calcitriol analogs with CYP24A1 inhibition or androgen supplementation, or cancer stem cell suppression by a phytonutrient such as sulfarophane, may prove fruitful in prostate cancer prevention and treatment.']	('Ahn', 'Jungmi')	Vitamins and hormones	Vitam. Horm.	['eng']
26827954	2016	12	Hedgehog and Vitamin D Signaling Pathways in Development and Disease.	['The classic physiological activity associated with the vitamin D scaffold is the maintenance of calcium and phosphorous homeostasis in the bone. This activity is commonly attributed to direct binding of 1?,25-dihydroxyvitamin D3 [1?,25(OH)2D3, calcitriol], the hormonally active form of vitamin D, to the vitamin D receptor (VDR). More recently, calcitriol and VDR have been shown to control the expression of genes associated with cellular proliferation and differentiation in a wide variety of cells, suggesting more extensive biological activities for the vitamin D system. Recently, calcitriol and several structurally related members of the vitamin D class of seco-steroids have demonstrated the ability to regulate the hedgehog (Hh) signaling pathway. Hh signaling plays an essential role with respect to tissue differentiation during embryogenesis and maintains stem cell populations in certain adult tissues. Potential mechanisms of cross talk between the two signaling pathways highlight our evolving understanding of the complexities of calcitriol/VDR signaling and suggest a cooperative role during multiple stages of human development and disease.']	('Hadden', 'M Kyle')	Vitamins and hormones	Vitam. Horm.	['eng']
26827834	2016	12	Cancer immunology and canine malignant melanoma: A comparative review.	"['Oral canine malignant melanoma (CMM) is a spontaneously occurring aggressive tumour with relatively few medical treatment options, which provides a suitable model for the disease in humans. Historically, multiple immunotherapeutic strategies aimed at provoking both innate and adaptive anti-tumour immune responses have been published with varying levels of activity against CMM. Recently, a plasmid DNA vaccine expressing human tyrosinase has been licensed for the adjunct treatment of oral CMM. This article reviews the immunological similarities between CMM and the human counterpart; mechanisms by which tumours evade the immune system; reasons why melanoma is an attractive target for immunotherapy; the premise of whole cell, dendritic cell (DC), viral and DNA vaccination strategies alongside preliminary clinical results in dogs. Current ""gold standard"" treatments for advanced human malignant melanoma are evolving quickly with remarkable results being achieved following the introduction of immune checkpoint blockade and adoptively transferred cell therapies. The rapidly expanding field of cancer immunology and immunotherapeutics means that rational targeting of this disease in both species should enhance treatment outcomes in veterinary and human clinics.']"	('Atherton', 'Matthew J')	Veterinary immunology and immunopathology	Vet. Immunol. Immunopathol.	['eng']
26827737	2016	10	Acute Perforated Diverticulitis: Assessment With Multidetector Computed Tomography.	['Colonic diverticulitis is a common condition in the western population. Complicated diverticulitis is defined as the presence of extraluminal air or abscess, peritonitis, colon occlusion, or fistulas. Multidetector row computed tomography (MDCT) is the modality of choice for the diagnosis and the staging of diverticulitis and its complications, which enables performing an accurate differential diagnosis and addressing the patients to a correct management. MDCT is accurate in diagnosing the site of perforation in approximately 85% of cases, by the detection of direct signs (focal bowel wall discontinuity, extraluminal gas, and extraluminal enteric contrast) and indirect signs, which are represented by segmental bowel wall thickening, abnormal bowel wall enhancement, perivisceral fat stranding of fluid, and abscess. MDCT is accurate in the differentiation from complicated colon diverticulitis and colon cancer, often with a similar imaging. The computed tomography-guided classification is recommended to discriminate patients with mild diverticulitis, generally treated with antibiotics, from those with severe diverticulitis with a large abscess, which may be drained with a percutaneous approach.']	('Sessa', 'Barbara')	Seminars in ultrasound, CT, and MR	Semin. Ultrasound CT MR	['eng']
26827697	2016	12	Risk of subsequent gastrointestinal cancer among childhood cancer survivors: A systematic review.	[StringElement('Childhood cancer survivors (CCS) are at increased risk of developing subsequent malignant neoplasms, including gastrointestinal (GI) cancer. We performed a systematic review to summarize all available literature on the risk of, risk factors for, and outcome after subsequent GI cancer among CCS.', attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('A systematic search of the literature databases Medline/PubMed (1945-2014) and Embase (1947-2014) was performed to identify studies that consisted of ?1000 CCS and assessed incidence of or mortality from subsequent GI cancer as an outcome.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('A total of 45 studies were included. Studies that reported risk measures for subsequent GI cancer compared to the general population showed a 3.2 to 9.7-fold elevated risk in cohort studies including all childhood cancer types. Abdominal radiotherapy was associated with an increased risk of subsequent GI cancer in all four studies that assessed this risk. Survivors who had received procarbazine and platinum agents were also suggested to be at increased risk.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('Abdominal radiotherapy is a risk factor for developing a subsequent GI cancer. Few studies examined detailed treatment-related risk factors and most studies had small number of GI cancer cases. Therefore, no conclusions could be drawn on the effect of time since childhood cancer on GI cancer risk and on outcome after a subsequent GI cancer. Additional research is necessary to further explore risk factors for and outcome after a subsequent GI cancer, and to systematically evaluate the harms and benefits of GI screening among high-risk survivors in order to give sound screening recommendations.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]	('Teepen', 'Jop C')	Cancer treatment reviews	Cancer Treat. Rev.	['eng']
26827696	2016	12	Therapy of leptomeningeal metastasis in solid tumors.	['Leptomeningeal metastasis (LM), i.e. the seeding of tumor cells to the cerebrospinal fluid (CSF) and the leptomeninges, is a devastating and mostly late-stage complication of various solid tumors. Clinical signs and symptoms may include cranial nerve palsies, radicular symptoms, signs of increased intracranial pressure such as headache, nausea and vomiting, and cognitive dysfunction. In cases of suspected LM, the highest diagnostic sensitivity is provided by the combination of CSF cytology and contrast-enhanced MRI (cranial as well as complete spine). The therapeutic spectrum includes radiotherapy of the clinically involved region as well as systemic and intrathecal chemotherapy. The choice of treatment modalities depends on the type of LM (non-adherent tumor cells in the CSF vs. nodular contrast-enhancing tumor growth), additional systemic involvement (uncontrolled vs. controlled systemic disease) and additional involvement of the CNS parenchyma (LM as the only CNS involvement vs. LM+parenchymal CNS metastases). Larger contrast-enhancing nodular LM or symptomatic lesions of the spine may be treated with radiotherapy. In case of uncontrolled systemic disease, the treatment regimen should include systemic chemotherapy. The choice of systemic treatment should take into account the histology of the primary tumor. Intrathecal chemotherapy is most important in cases of LM of the non-adherent type. There are three substances for routine use for intrathecal chemotherapy: methotrexate, cytarabine, and thiotepa. Liposomal cytarabine shows advantages in terms of longer injection intervals, a sufficient distribution in the entire subarachnoid space after lumbar administration and improved quality-of-life. The role of new agents (e.g. rituximab and trastuzumab) for intrathecal therapy is still unclear.']	('Mack', 'F')	Cancer treatment reviews	Cancer Treat. Rev.	['eng']
26827694	2016	12	Evolution in the eligibility criteria of randomized controlled trials for systemic cancer therapies.	[StringElement('Eligibility criteria in randomized controlled trials (RCTs) reduce inter-patient heterogeneity, but may reduce generalizability of results. Here, we explore temporal changes in eligibility criteria of practice-changing RCTs for systemic cancer therapies and in the proportion of patients excluded from these trials after application of eligibility criteria.', attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('An electronic search identified practice-changing RCTs published in six major journals between July 2010 and December 2012. Trial protocols were identified through journal websites and communication with authors or study sponsors. Eligibility criteria were extracted from protocols. The number of patients excluded after application of eligibility criteria was extracted from the CONSORT diagrams and text of publications. Changes in eligibility criteria over time were assessed by logistic regression and meta-regression was carried out to evaluate the impact of year of protocol on the proportion of patients who were excluded after screening.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('Eighty-six protocols written between 1987 and 2012 were included. Over time, there has been an increasing frequency of exclusion of patients with prior cerebrovascular events (OR 1.34, p=0.003), coagulation/bleeding disorders (OR 1.34, p=0.006), prior gastrointestinal bleeding (OR 1.33, p=0.01), cardiac co-morbidities (OR 1.24, p=0.004) and exclusion based on concurrent medication (OR 1.19, p=0.01). There has been a decrease in upper age limit usage (OR 0.83, p=0.01) and leukopenia (OR 0.83, p=0.009). The proportion of patients excluded from trials has increased from 9% prior to 2000 to 18% after 2010 (p-value for trend <0.001).', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('RCTs have become less representative of cancer patients treated in routine practice with increased use of organ-specific and co-morbidity-based exclusion criteria.', attributes={'Label': 'CONCLUSIONS', 'NlmCategory': 'CONCLUSIONS'})]	('Srikanthan', 'A')	Cancer treatment reviews	Cancer Treat. Rev.	['eng']
26827693	2016	04	The safety profile of vorinostat (suberoylanilide hydroxamic acid) in hematologic malignancies: A review of clinical studies.	['Histone acetyltransferases and histone deacetylases (HDACs) are multifunctional enzymes that posttranslationally modify both histone and nonhistone acetylation sites, affecting a broad range of cellular processes (e.g., cell cycle, apoptosis, and protein folding) often dysregulated in cancer. HDAC inhibitors are small molecules that directly interact with HDAC catalytic sites preventing the removal of acetyl groups, thereby counteracting the effects of HDACs. Since the first HDAC inhibitor, valproic acid, was investigated as a potential antitumor agent, there have been a number of other HDAC inhibitors developed to improve efficacy and safety. Despite significant progress in the management of patients with hematologic malignancies, overall survival is still poor. The discovery that HDACs may play a role in hematologic malignancies and preclinical studies showing promising activity with HDAC inhibitors in various tumor types, led to clinical evaluation of HDAC inhibitors as potential treatment options for patients with advanced hematologic malignancies. The Food and Drug Administration has approved two HDAC inhibitors, vorinostat (2006) and romidepsin (2009), for the treatment of cutaneous T-cell lymphoma. This review highlights the safety of HDAC inhibitors currently approved or being investigated for the treatment of hematologic malignancies, with a specific focus on the safety experience with vorinostat in cutaneous T-cell lymphoma.']	('Duvic', 'Madeleine')	Cancer treatment reviews	Cancer Treat. Rev.	['eng']
26827692	2016	12	Window of opportunity studies: Do they fulfil our expectations?	['Window of opportunity studies are trials in which patients receive one or more new compounds between their cancer diagnosis and standard treatment (mainly surgery). Patients are generally cancer treatment naïve. Tumor biopsies before and after the investigational treatment are collected for translational research. Similarly, anatomic and functional pre- and post-treatment imaging may be incorporated. Ideally, the investigational treatment is kept short to avoid delaying standard treatment. Window of opportunity trials may expedite drug development, improve our understanding of pharmacodynamic parameters, and help to identify biomarkers for better patient selection. They can, however, have major drawbacks including potential safety and logistical issues, delayed standard treatment, and a probable lack of patient benefit. By focusing on breast and head and neck cancers, in this paper we discuss the advantages, disadvantages and design of window of opportunity studies.']	('Schmitz', 'Sandra')	Cancer treatment reviews	Cancer Treat. Rev.	['eng']
26827691	2016	12	Second-line single-agent chemotherapy in human epidermal growth factor receptor 2-negative metastatic breast cancer: A systematic review.	"[StringElement(""No 'gold standard' exists for single-agent chemotherapy of human epidermal growth factor receptor 2-negative (HER2-negative) metastatic breast cancer (MBC) in the second-line. The objective of this systematic review is to identify and appraise overall survival (OS), progression-free survival (PFS), time to progression (TTP) and Grade ?3 adverse event evidence for single-agent chemotherapy in this setting."", attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('MEDLINE, Embase and the Cochrane Library were searched to October 2013, and PubMed October 2013 to November 2014. Electronic database searches were supplemented with hand searching of reference lists and conferences. Eligible randomised controlled trials (RCTs) employed at least one single-agent chemotherapy treatment, enrolled HER2-negative or unselected MBC patients who had progressed following first-line chemotherapy within the metastatic setting, and reported outcomes of interest for the second-line setting.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('Fifty-three RCTs were included in total, with most containing mixed populations by HER2 status and treatment line. Fourteen studies reported data specifically for second- and later-line treatment within the metastatic setting. Median overall survival (OS) in most trials was 8-13 months. Only one trial reported a significant difference between studied interventions in the second-line metastatic setting: nab-paclitaxel (n=131) conferred a statistically significant OS advantage vs. three-weekly paclitaxel (n=136) (median OS 13.0 vs. 10.7 months, respectively; hazard ratio 0.73, p=0.024) and improved overall safety.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('One RCT demonstrated significant benefit in this setting in confirmed HER2-negative MBC alongside favourable safety. Treatment line terminology was imprecise. To reliably inform patient treatment decisions, quality-of-life data are needed and precise OS estimation according to underlying patient characteristics.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]"	('Puglisi', 'Fabio')	Cancer treatment reviews	Cancer Treat. Rev.	['eng']
